Drug_Name,SMILES,Interacts_with_Receptor,Notes,Molecular_Weight,LogP,H_Bond_Donors,Is_Heavy_Molecule
Tox21_TOX24934,CN1C(=O)N(C)C(O)C1O,0.0,,146.146,-1.3796000000000004,2,False
Tox21_TOX24932,CC(C)c1ccc(S(=O)(=O)O)cc1,0.0,,200.259,2.0567,1,False
Tox21_TOX4624,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.0,,340.4190000000001,3.567700000000002,0,False
Tox21_TOX4625,c1ccc(SCCSc2ccccc2)cc1,0.0,,246.40000000000003,4.571000000000003,0,False
Tox21_TOX4621,COCCOCCOC,0.0,,134.175,0.29580000000000006,0,False
Tox21_TOX8038,CCCCNC(=O)OCC#CI,0.0,,281.09299999999996,1.9086,1,False
Tox21_TOX21273,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0.0,,284.2490000000001,0.11059999999999975,2,False
Tox21_TOX4628,NC(=O)NNC(N)=O,0.0,,118.096,-1.7620000000000005,4,False
Tox21_TOX4629,COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)\C=C/C(=O)O,0.0,,394.51100000000014,5.810200000000006,1,False
Tox21_TOX21274,O=C1C=CC(=O)N1c1ccccc1,0.0,,173.17100000000002,1.1159999999999999,0,False
Tox21_TOX28720,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,0.0,,255.74499999999998,3.4072000000000022,1,False
Tox21_TOX20619,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0.0,,348.48600000000016,6.103720000000005,1,False
Tox21_TOX20614,CC(=O)C(=O)[O-],0.0,,87.05399999999999,-1.6747000000000003,0,False
Tox21_TOX20617,COc1cc(S(C)=O)ccc1-c1nc2ncccc2[nH]1,0.0,,287.344,2.3709,1,False
Tox21_TOX20611,COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,0.0,,422.83100000000013,6.155100000000007,0,False
Tox21_TOX27197,CC(=O)OC1C2(C)CCC(C2)C1(C)C,0.0,,196.29,2.7643000000000013,0,False
Tox21_TOX28472,O=S(=O)([O-])[O-].[Li+].[Li+],0.0,,109.945,-7.33,0,False
Tox21_TOX28473,O=Cc1c2ccccc2c(Cl)c2ccccc12,0.0,,240.68899999999996,4.4589000000000025,0,False
Tox21_TOX28474,CCCCCBr,0.0,,151.047,2.5715000000000012,0,False
Tox21_TOX29302,CCCC[n+]1ccc(C)cc1,0.0,,150.24499999999998,2.08262,0,False
Tox21_TOX28477,CC[N+]1(C)CCCC1.F[B-](F)(F)F,0.0,,201.016,2.5467000000000004,0,False
Tox21_TOX28479,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2,0.0,,353.76900000000006,4.505820000000002,2,False
Tox21_TOX24112,COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1,0.0,,315.35400000000004,2.9079000000000006,2,False
Tox21_TOX27709,CC1CCC(=O)C1=O,0.0,,112.12799999999999,0.5545,0,False
Tox21_TOX28726,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,0.0,,379.50400000000025,4.137700000000003,1,False
Tox21_TOX27703,O=C1CCCCCCCCCCOCCCCO1,0.0,,256.3859999999999,3.850900000000003,0,False
Tox21_TOX27702,CSSc1ccoc1C,0.0,,160.26299999999998,2.958120000000001,0,False
Tox21_TOX27701,Cc1occc(=O)c1OC(=O)C(C)C,0.0,,196.20199999999997,1.50962,0,False
Tox21_TOX27700,CCCc1ccccc1O,0.0,,136.19399999999996,2.344700000000001,1,False
Tox21_TOX27706,CCC(=O)OCc1ccc(OC)cc1,0.0,,194.23,2.1483999999999996,0,False
Tox21_TOX27704,CCCC1CCOC(C)S1,0.0,,160.28199999999998,2.654600000000001,0,False
Tox21_TOX28614,Cc1cc(Nc2ccccc2C(=O)O)ccc1Cl,0.0,,261.70799999999997,4.090220000000002,2,False
Tox21_TOX28615,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.0,,577.7260000000002,2.5206,3,True
Tox21_TOX28616,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,0.0,,719.9240000000002,2.583500000000007,4,True
Tox21_TOX28617,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0.0,,704.869,4.2116000000000025,5,True
Tox21_TOX28610,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,0.0,,349.139,5.656200000000001,2,False
Tox21_TOX28611,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,0.0,,308.345,2.8432999999999993,3,False
Tox21_TOX28612,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,1.0,,404.5030000000002,2.3524000000000003,2,False
Tox21_TOX28613,C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1,0.0,,431.36200000000025,1.7487999999999997,0,False
Tox21_TOX28618,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0.0,,347.38900000000007,0.21040000000000036,0,False
Tox21_TOX28619,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,0.0,,224.26,1.6261999999999999,2,False
Tox21_TOX2707,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.0,,385.5120000000001,2.0881999999999996,0,False
Tox21_TOX1615,CS(=O)(=O)Cl,0.0,,114.55300000000001,0.18480000000000008,0,False
Tox21_TOX1617,Cc1cccc(C(=O)O)c1,0.0,,136.15,1.69322,1,False
Tox21_TOX1610,O=C(O)c1cccc(O)c1,0.0,,138.12199999999999,1.0903999999999998,2,False
Tox21_TOX1618,Cc1ccc(C(=O)O)cc1,0.0,,136.15,1.69322,1,False
Tox21_TOX25640,CCC(C(=O)OCCN(CC)CC)c1ccccc1,0.0,,263.381,3.0652000000000017,0,False
Tox21_TOX25642,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.0,,346.4670000000001,2.810800000000001,2,False
Tox21_TOX25645,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,0.0,,414.41000000000025,2.4092000000000002,1,False
Tox21_TOX6499,NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,0.0,,358.40100000000007,-0.2170999999999994,4,False
Tox21_TOX25647,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1.0,,376.4680000000002,2.7808000000000015,2,False
Tox21_TOX6496,CC(=O)OC(C)(C)C1CC=C(C)CC1,0.0,,196.28999999999996,3.0745000000000013,0,False
Tox21_TOX6494,Cl[Si](Cl)(c1ccccc1)c1ccccc1,0.0,,253.20400000000004,2.720600000000001,0,False
Tox21_TOX5286,COCCOC,0.0,,90.122,0.2792,0,False
Tox21_TOX5285,CCOCCOCC,0.0,,118.176,1.0594000000000001,0,False
Tox21_TOX978,O=[N+]([O-])c1cccc2ccccc12,0.0,,173.171,2.748000000000001,0,False
Tox21_TOX13179,O=C(O)CCC(=O)C(=O)O,0.0,,146.098,-0.49509999999999993,2,False
Tox21_TOX603,S=C([S-])NCCNC(=S)[S-],0.0,,210.37400000000002,-0.1708,2,False
Tox21_TOX602,O=C1NCCN1,0.0,,86.09400000000001,-0.7008000000000001,2,False
Tox21_TOX977,C[N+](=O)[O-],0.0,,61.040000000000006,-0.10710000000000008,0,False
Tox21_TOX607,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.0,,390.5640000000003,6.433000000000007,0,False
Tox21_TOX970,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,0.0,,284.098,4.693900000000002,0,False
Tox21_TOX605,CCCCC(CC)CO,0.0,,130.231,2.1951000000000005,1,False
Tox21_TOX604,C1CC2OC2CC1C1CO1,0.0,,140.182,0.9527,0,False
Tox21_TOX12552,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,0.0,,363.336,3.5164000000000026,0,False
Tox21_TOX12553,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0,,421.7340000000001,5.340800000000003,0,False
Tox21_TOX12550,Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,0.0,,421.49700000000024,5.026820000000005,0,False
Tox21_TOX12551,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Nc1ncc(C(F)(F)F)cc1Cl,0.0,,465.0930000000001,5.9860000000000015,1,False
Tox21_TOX12556,COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,0.0,,403.88800000000026,2.7951000000000015,0,False
Tox21_TOX12554,CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,0.0,,423.86800000000017,4.335100000000004,0,False
Tox21_TOX12555,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,0.0,,354.3370000000002,1.9281,0,False
Tox21_TOX12558,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,0.0,,313.353,3.097520000000002,0,False
Tox21_TOX12559,CC1(C)[C@@H](/C=C(\Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,0.0,,449.8560000000001,6.543980000000005,0,False
Tox21_TOX25464,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,0.0,,500.43200000000013,8.644300000000001,1,True
Tox21_TOX25465,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O,0.0,,539.5830000000003,-6.949300000000007,11,True
Tox21_TOX25466,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0.0,,465.5280000000002,1.2958000000000012,2,False
Tox21_TOX25467,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,0.0,,582.8700000000001,6.944000000000009,4,True
Tox21_TOX25460,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1.0,,495.03100000000035,4.595100000000004,1,False
Tox21_TOX25461,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,0.0,,336.4320000000001,2.3655,3,False
Tox21_TOX25462,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1,0.0,,335.3410000000001,1.48242,2,False
Tox21_TOX25463,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,0.0,,813.9790000000003,2.767400000000005,3,True
Tox21_TOX25469,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,0.0,,260.31399999999996,3.167200000000001,1,False
Tox21_TOX25399,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,0.0,,328.481,4.495600000000004,0,False
Tox21_TOX9059,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,,538.066,7.193400000000004,0,True
Tox21_TOX24796,C=CC(=O)O[Sn](CCCC)(CCCC)CCCC,0.0,,361.11400000000026,5.061400000000005,0,False
Tox21_TOX1948,CNC(=O)Oc1ccccc1OC(C)C,0.0,,209.24499999999998,2.192,1,False
Tox21_TOX1949,C#CC(C)(C)O,0.0,,84.11799999999998,0.3905,1,False
Tox21_TOX1946,CCCCCCCCCCO,0.0,,158.285,3.119400000000002,1,False
Tox21_TOX1947,CCCCCCCCCCCCCO,0.0,,200.36599999999996,4.289700000000004,1,False
Tox21_TOX1940,CCCCCCCCO,0.0,,130.23100000000002,2.3392000000000013,1,False
Tox21_TOX1941,CCOCCOCCO,0.0,,134.175,0.031799999999999884,1,False
Tox21_TOX1943,CCCCCCCCCC(C)=O,0.0,,170.296,3.7161000000000026,0,False
Tox21_TOX7728,CCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCC,0.0,,542.9110000000004,10.208199999999996,0,True
Tox21_TOX7729,CC12CCCC=C1C(=O)OC2=O,0.0,,166.176,1.1864000000000001,0,False
Tox21_TOX7721,CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,0.0,,405.5850000000001,8.082000000000008,1,False
Tox21_TOX3618,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0.0,,404.4910000000001,3.795500000000003,0,False
Tox21_TOX3616,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,0.0,,294.33600000000007,1.17662,2,False
Tox21_TOX3615,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.0,,270.339,1.2295199999999997,2,False
Tox21_TOX3612,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0.0,,264.31,1.16802,2,False
Tox21_TOX3613,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0.0,,280.30899999999997,0.8681999999999999,2,False
Tox21_TOX3611,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,0.0,,280.30899999999997,0.8681999999999999,2,False
Tox21_TOX4397,CC(=O)CC(=O)Nc1ccccc1,1.0,,177.203,1.6041999999999998,1,False
Tox21_TOX4394,CC(=O)O,0.0,,60.05200000000001,0.09089999999999993,1,False
Tox21_TOX4395,CC(=O)OC(C)=O,0.0,,102.089,0.09600000000000009,0,False
Tox21_TOX4392,CC(=O)Nc1ccc(C(=O)O)cc1,0.0,,179.17499999999998,1.3432,2,False
Tox21_TOX4399,CC(=O)C(C)O,0.0,,88.106,-0.043800000000000006,1,False
Tox21_TOX7620,COc1ccc(NC(C)=O)cc1N,0.0,,180.207,1.2357999999999998,2,False
Tox21_TOX7625,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,0.0,,390.56400000000025,6.433000000000007,0,False
Tox21_TOX7624,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,0.0,,299.049,-1.3060000000000005,6,False
Tox21_TOX21396,CCC(C)S,0.0,,90.19099999999999,1.7147,1,False
Tox21_TOX23709,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,0.0,,411.63000000000017,5.0019000000000045,2,False
Tox21_TOX26285,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,0.0,,337.41900000000015,3.520100000000002,0,False
Tox21_TOX26284,O=[N+]([O-])c1ccc(O)c2ncccc12,0.0,,190.158,1.8485999999999996,1,False
Tox21_TOX26287,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,0.0,,248.30700000000004,2.0696,2,False
Tox21_TOX26286,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.0,,284.366,1.4835,2,False
Tox21_TOX26281,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O,0.0,,283.33099999999996,2.66922,1,False
Tox21_TOX26280,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,0.0,,363.88500000000016,3.820400000000003,1,False
Tox21_TOX26282,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0.0,,378.4280000000001,3.515640000000001,1,False
Tox21_TOX26289,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,0.0,,233.267,2.36902,1,False
Tox21_TOX26288,CN1CCN(C(=O)C2CCCCC2)CC1,0.0,,210.3209999999999,1.3406999999999998,0,False
Tox21_TOX5440,NCCCNCCCN,0.0,,131.22299999999998,-0.7263999999999986,3,False
Tox21_TOX5449,O=[N+]([O-])c1cccc(I)c1,0.0,,249.00699999999998,2.1994,0,False
Tox21_TOX6935,CCCCCCCCCCCCCCCCCCO,0.0,,270.50099999999986,6.240200000000008,1,False
Tox21_TOX6932,C=CCCCCCCCCCCCCCCCC,0.0,,252.4859999999999,7.043800000000006,0,False
Tox21_TOX24689,COc1ccc(NC(=O)CC(C)=O)cc1,0.0,,207.22899999999998,1.6127999999999998,1,False
Tox21_TOX9149,CCCCCCCCCCCCCCCC(=O)OC,0.0,,270.45699999999994,5.640700000000005,0,False
Tox21_TOX9145,COC(=O)CC(=O)OC,0.0,,132.115,-0.2775000000000001,0,False
Tox21_TOX9146,CN1CCOCC1,0.0,,101.149,-0.05160000000000009,0,False
Tox21_TOX9143,CCCC(C)C,0.0,,86.178,2.442500000000001,0,False
Tox21_TOX5709,[Ni+2].c1cc[cH-]c1.c1cc[cH-]c1,0.0,,188.88299999999998,2.8085000000000013,0,False
Tox21_TOX14042,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0.0,,466.90300000000053,11.24519999999999,0,False
Tox21_TOX26861,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,0.0,,382.5290000000001,3.8210000000000024,1,False
Tox21_TOX26863,O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,0.0,,414.6870000000001,1.8844999999999996,2,False
Tox21_TOX26862,C/C(=C\c1csc(C)n1)C1C[C@@H]2O[C@]2(C)CCC[C@H](C)C(O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,0.0,,507.6930000000003,4.477520000000005,2,True
Tox21_TOX26865,Clc1cc(Cl)c(OCC#CI)cc1Cl,0.0,,361.39300000000003,4.421500000000001,0,False
Tox21_TOX26864,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,0.0,,1069.2379999999998,-4.13203000000001,14,True
Tox21_TOX26867,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl,0.0,,257.076,3.896700000000001,1,False
Tox21_TOX26866,CCCCC[C@@H](O)C1C(=O)OC(C)[C@H](O)C=CC=CC=CC=CC=C(C)C(O)C(O)C(O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,0.0,,670.8370000000003,0.8587999999999991,10,True
Tox21_TOX26869,CNC(C)CCC=C(C)C,0.0,,141.25799999999998,2.3407,1,False
Tox21_TOX26868,NC(=S)NS(=O)(=O)c1ccc(N)cc1,0.0,,231.302,-0.2093000000000002,3,False
Tox21_TOX22151,COC(=O)/C=C/c1ccccc1,0.0,,162.188,1.8728,0,False
Tox21_TOX22154,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,0.0,,269.304,3.866200000000002,1,False
Tox21_TOX22157,CON(C)C(=O)Nc1ccc(Br)cc1,0.0,,259.10299999999995,2.4742000000000006,1,False
Tox21_TOX21141,CO[C@H]1[C@H]([C@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)NC(=O)CCl)CO2,0.0,,401.88700000000017,2.554400000000001,1,False
Tox21_TOX3729,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I,0.0,,640.0170000000002,3.5576000000000016,1,True
Tox21_TOX20130,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,0.0,,354.45000000000005,2.647100000000001,2,False
Tox21_TOX20134,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,0.0,,354.45000000000016,2.9525000000000015,1,False
Tox21_TOX14300,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,0.0,,222.67900000000003,2.06628,0,False
Tox21_TOX14303,CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,0.0,,367.24800000000005,4.390600000000003,1,False
Tox21_TOX28869,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,0.0,,485.9470000000004,4.391500000000003,2,False
Tox21_TOX28868,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)CC[C@@H]32)C1,1.0,,358.5220000000002,5.086100000000005,0,False
Tox21_TOX28867,c1cnc2cc3c(cc2n1)C1CNCC3C1,0.0,,211.26799999999994,1.8038999999999998,1,False
Tox21_TOX28865,Clc1ccc([C@@H]2C[C@H]3CC[C@@H]2N3)cn1,0.0,,208.69199999999998,2.3428999999999993,1,False
Tox21_TOX28864,CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,0.0,,342.50800000000004,4.1982000000000035,0,False
Tox21_TOX28863,CCC(=O)N(c1ccccc1)C1CCN(Cc2cccs2)CC1,0.0,,328.48100000000005,4.155700000000004,0,False
Tox21_TOX28861,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1,0.0,,356.5350000000001,4.586700000000005,0,False
Tox21_TOX28860,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1,0.0,,352.47800000000007,3.627600000000003,1,False
Tox21_TOX1379,Nc1c(Cl)cc(Cl)cc1Cl,0.0,,196.464,3.229,1,False
Tox21_TOX1378,O=C(O)C(Cl)(Cl)Cl,0.0,,163.387,1.4412,1,False
Tox21_TOX1377,FC(F)(Cl)C(F)(Cl)Cl,0.0,,187.37500000000003,2.9189,0,False
Tox21_TOX1375,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0.0,,470.6910000000005,7.066100000000009,0,False
Tox21_TOX1374,BrC(Br)Br,0.0,,252.731,2.4547,0,False
Tox21_TOX1373,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.0,,253.26900000000003,0.8334000000000001,3,False
Tox21_TOX1372,Nc1ccc(Oc2ccc(N)c(N)c2)cc1,1.0,,215.256,2.2255000000000003,3,False
Tox21_TOX1371,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.0,,434.50400000000025,2.4188000000000005,2,False
Tox21_TOX17539,O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,0.0,,406.9290000000001,3.689800000000001,0,False
Tox21_TOX4479,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.0,,199.12199999999999,0.7908,2,False
Tox21_TOX4478,Cc1cc2nc(N)sc2cc1C,0.0,,178.26000000000002,2.4953400000000006,1,False
Tox21_TOX4473,Nc1cc(Cl)ccc1O,0.0,,143.573,1.6278,2,False
Tox21_TOX4471,Nc1cc(Cl)c([N+](=O)[O-])cc1O,0.0,,188.57000000000002,1.536,2,False
Tox21_TOX1117,Cc1cc(=O)n(-c2ccccc2)n1C,0.0,,188.23000000000002,1.4844199999999999,0,False
Tox21_TOX1116,CCOc1ccc(NC(C)=O)cc1,0.0,,179.219,2.0437,1,False
Tox21_TOX4474,Nc1cc(Cl)cc(S(=O)(=O)O)c1O,0.0,,223.637,0.8745,3,False
Tox21_TOX2138,CC/C=C/CCO,0.0,,100.161,1.335,1,False
Tox21_TOX2130,O=Cc1ccc(Cl)cc1Cl,0.0,,175.01399999999998,2.805900000000001,0,False
Tox21_TOX2131,c1ccc(SSc2ccccc2)cc1,0.0,,218.34600000000003,4.486000000000002,0,False
Tox21_TOX2133,CCOC(=O)c1cccc(N)c1,0.0,,165.19199999999998,1.4455,1,False
Tox21_TOX2137,CC/C=C\CCO,0.0,,100.161,1.335,1,False
Tox21_TOX13096,O=C(O)CNC(=O)c1ccc(CO)o1,0.0,,199.16199999999998,-0.4137000000000001,3,False
Tox21_TOX24709,COc1ccc(OC)c(NC(=O)CC(C)=O)c1,0.0,,237.25499999999997,1.6214,1,False
Tox21_TOX3846,COP(=O)(NC(C)=O)SC,0.0,,183.16899999999998,1.24,1,False
Tox21_TOX3845,C1=Cc2cccc3cccc1c23,0.0,,152.19599999999994,3.3236000000000017,0,False
Tox21_TOX24702,ON(Cc1ccccc1)Cc1ccccc1,0.0,,213.27999999999997,3.078000000000002,1,False
Tox21_TOX24703,N#Cc1ccc(Cl)cc1,0.0,,137.569,2.2116800000000003,0,False
Tox21_TOX24252,CC(C)CCCC(=O)O,0.0,,130.187,1.8973,1,False
Tox21_TOX24701,COC(=O)c1ccccc1Cl,0.0,,170.59499999999997,2.1266,0,False
Tox21_TOX24706,NCCN1CCNC1=O,0.0,,129.16299999999998,-1.0296999999999998,2,False
Tox21_TOX24704,CC1=C(Br)C(=O)C(Br)=C/C1=C(\c1ccccc1S(=O)(=O)[O-])c1cc(Br)c(O)c(Br)c1C,0.0,,697.0130000000001,6.462020000000005,1,True
Tox21_TOX23952,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,0.0,,359.665,6.037300000000002,1,False
Tox21_TOX23950,O=S(=O)([O-])c1cc(O)c(O)c(S(=O)(=O)[O-])c1,0.0,,268.224,-1.0939999999999999,2,False
Tox21_TOX18818,COC(C)(C)CCCC(C)CC=O,0.0,,186.295,2.806800000000001,0,False
Tox21_TOX18814,NC(=O)c1ccc(N)cc1,0.0,,136.154,0.3677,2,False
Tox21_TOX13896,ClP(Cl)(Cl)(Cl)Cl,0.0,,208.23900000000003,4.308699999999999,0,False
Tox21_TOX13326,CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,0.0,,348.956,5.450800000000004,0,False
Tox21_TOX18810,C=C[Si](C)(C)O[Si](C)(C)C=C,0.0,,186.40299999999996,2.863600000000001,0,False
Tox21_TOX18813,NNC(=O)c1cccc(C(=O)NN)c1,0.0,,194.194,-1.1064000000000005,4,False
Tox21_TOX28130,O=[N+]([O-])C=Cc1ccccc1,0.0,,149.149,1.934,0,False
