Drug_Name,SMILES,Interacts_with_Dexa
Tox21_1945,COc1ccc(N)cc1,0.0
Tox21_1946,CC(C)c1cccc(C(C)C)c1N,0.0
Tox21_1947,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,0.0
Tox21_1948,Nc1ccc(S(=O)(=O)O)c(N)c1,0.0
Tox21_1949,CCO[Si](OCC)(OCC)c1ccccc1,0.0
Tox21_1950,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,0.0
Tox21_1951,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,0.0
Tox21_1952,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,0.0
Tox21_1953,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0
Tox21_1954,CC(Oc1cc(Cl)ccc1Cl)C(=O)O,0.0
Tox21_1955,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,0.0
Tox21_1956,CCCCOC(=O)COc1ccc(Cl)cc1Cl,0.0
Tox21_1957,O=C(O)COc1ccc(Cl)cc1Cl,0.0
Tox21_1958,O=[N+]([O-])c1cccc(Cl)c1Cl,0.0
Tox21_1959,O=[N+]([O-])c1ccc(Cl)cc1Cl,0.0
Tox21_1960,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,0.0
Tox21_1961,CCN(CC)C(=O)SCc1ccc(Cl)cc1,0.0
Tox21_1962,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.0
Tox21_1963,CC(C)(C)c1cc(CCC(=O)NN)cc(C(C)(C)C)c1O,0.0
Tox21_1964,CCCCOCCOC(=O)c1ccccc1C(=O)OCCOCCCC,0.0
Tox21_1965,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.0
Tox21_1966,C=CC(=O)OCC(O)COc1ccccc1,0.0
Tox21_1967,CN(C)C(=O)CNC(=O)Cc1ccccc1,0.0
Tox21_1968,C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,0.0
Tox21_1969,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,0.0
Tox21_1970,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,0.0
Tox21_1971,Oc1ccc(Cl)c(Cl)c1Cl,0.0
Tox21_1972,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,0.0
Tox21_1973,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,0.0
Tox21_1974,Oc1cc(Cl)cc(Cl)c1Cl,0.0
Tox21_1975,Oc1c(Cl)ccc(Cl)c1Cl,0.0
Tox21_1976,ClC(Cl)c1ccccc1,0.0
Tox21_1977,Cc1cc(C)c(O)c(C)c1,0.0
Tox21_1978,Cc1cc(O)ccc1O,0.0
Tox21_1979,O=C(Cl)OCc1ccccc1,0.0
Tox21_1980,C[C@](N)(Cc1ccc(O)cc1)C(=O)O,0.0
Tox21_1981,Cc1ccccc1O,0.0
Tox21_1982,CCN(CCO)c1cccc(C)c1,0.0
Tox21_1983,CCN(CC)c1ccccc1,0.0
Tox21_1984,CC(=O)CC(=O)c1ccccc1,0.0
Tox21_1985,O=CC=Cc1ccccc1,0.0
Tox21_1986,O=C/C=C/c1ccccc1,1.0
Tox21_1987,BrCCc1ccccc1,0.0
Tox21_1988,COc1cc(C)ccc1C(C)C,0.0
Tox21_1989,O=CCCc1ccccc1,0.0
Tox21_1990,CC(C)c1ccc(C(=O)N=C(N)N)cc1S(C)(=O)=O,0.0
Tox21_1991,CC(C)NCC(O)c1ccccc1Cl,0.0
Tox21_1992,CCCCOC(=O)c1ccccc1,0.0
Tox21_1993,Cc1c(Cl)cccc1Cl,0.0
Tox21_1994,CCOc1ccccc1O,0.0
Tox21_1995,CC(C)c1ccc(O)c(C(C)C)c1,0.0
Tox21_1996,CC(C)C(=O)OCCOc1ccccc1,0.0
Tox21_1997,Cc1ccccc1C,0.0
Tox21_1998,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0
Tox21_1999,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,0.0
Tox21_2000,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.0
Tox21_2001,O=C(O)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,0.0
Tox21_2002,CCOC(=O)c1ccccc1C(=O)OCC,0.0
Tox21_2003,CCCCOC(=O)c1ccccc1C(=O)OCCCC,0.0
Tox21_2004,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,0.0
Tox21_2005,NC(=O)c1ccccc1N,0.0
Tox21_2006,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0
Tox21_2007,C[N+](C)(C)Cc1ccccc1,0.0
Tox21_2008,COc1cccc(C=O)c1,0.0
Tox21_2009,Cc1ccccc1CCl,0.0
Tox21_2010,CCC(C)c1cccc(C(C)CC)c1O,0.0
Tox21_2011,NCCc1ccc(O)cc1,0.0
Tox21_2012,CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,0.0
Tox21_2013,NCC(O)c1ccc(O)cc1,0.0
Tox21_2014,CCCOC(=O)c1ccc(O)cc1,0.0
Tox21_2015,CCCCC(CC)COC(=O)c1ccc(O)cc1,0.0
Tox21_2016,CC(=O)c1ccc(Cl)c(Cl)c1Cl,0.0
Tox21_2017,CCCCCCCOC(=O)c1ccc(O)cc1,0.0
Tox21_2018,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,0.0
Tox21_2019,CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,0.0
Tox21_2020,CCOC(=O)C=Cc1ccccc1,0.0
Tox21_2021,COC(=O)c1ccc(O)cc1,0.0
Tox21_2022,CCOC(=O)c1ccc(O)cc1,0.0
Tox21_2023,CCCCCCCCOc1ccc(C(=O)O)cc1,0.0
Tox21_2024,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.0
Tox21_2025,O=C(O)CCCOc1ccc(Cl)cc1Cl,0.0
Tox21_2026,C=Cc1ccc(C)cc1,0.0
Tox21_2027,NC(=O)Nc1ccc(Cl)c(Cl)c1,0.0
Tox21_2028,O=C(O)c1cccc(C(F)(F)F)c1,0.0
Tox21_2029,COC(=O)c1ccc(OC)cc1,0.0
Tox21_2030,Nc1ccc(Cl)cc1[N+](=O)[O-],0.0
Tox21_2031,Cc1ccc(OC(=O)CC(C)C)cc1,0.0
Tox21_2032,CC(C)(C)OC(=O)c1ccccc1C(=O)O,0.0
Tox21_2033,COc1cc(/C=C/C(N)=O)cc(OC)c1OC,0.0
Tox21_2034,CC(C)(O)C(=O)c1ccccc1,0.0
Tox21_2035,Cc1cccc(C)c1,0.0
Tox21_2036,Cc1ccc(N)c(C)c1,0.0
Tox21_2037,Oc1cccc(Cl)c1,0.0
Tox21_2038,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1,0.0
Tox21_2039,O=Cc1ccccc1[N+](=O)[O-],0.0
Tox21_2040,O=Cc1ccc([N+](=O)[O-])cc1,0.0
Tox21_2041,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0.0
Tox21_2042,C=CCc1ccccc1OCC(O)CNC(C)C,0.0
Tox21_2043,CCOc1ccc(NC(C)=O)cc1N,0.0
Tox21_2044,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,0.0
Tox21_2045,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,0.0
Tox21_2046,CCC(C)(C)c1ccc(O)cc1,0.0
Tox21_2047,Cc1c(N)cccc1Cl,0.0
Tox21_2048,Cc1ccc(Cl)cc1,0.0
Tox21_2049,Nc1ccc(Br)cc1,0.0
Tox21_2050,Cc1ccc(O)c(C)c1,0.0
Tox21_2051,Cc1ccc(O)cc1,0.0
Tox21_2052,Cc1ccc(C)cc1,0.0
Tox21_2053,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.0
Tox21_2054,CCCCNS(=O)(=O)c1ccccc1,0.0
Tox21_2055,C=C(C)c1cccc(C(=C)C)c1,0.0
Tox21_2056,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.0
Tox21_2057,CNC(=N)NC(=O)Nc1c(C)cccc1C,0.0
Tox21_2058,[NH3+]c1ccccc1,0.0
Tox21_2059,NC(=S)c1c(Cl)cccc1Cl,0.0
Tox21_2060,CC(C)c1ccc(S(=O)(=O)[O-])cc1,0.0
Tox21_2061,CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1,0.0
Tox21_2062,Cc1ccccc1Br,0.0
Tox21_2063,CNC(=O)Oc1cccc(C(C)C)c1,0.0
Tox21_2064,CCC(=O)Nc1ccc(O)cc1,0.0
Tox21_2065,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0.0
Tox21_2066,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,0.0
Tox21_2067,CCNC(=O)/C=C/c1cccc(Br)c1,0.0
Tox21_2068,CN(C)c1ccc(SC#N)cc1,0.0
Tox21_2069,Cc1cccc(OCC(O)CNC(C)(C)C)c1C,0.0
Tox21_2070,CC(CC=O)c1ccccc1,0.0
Tox21_2071,CCOC(=O)CCc1ccccc1,0.0
Tox21_2072,CCOC(=O)CC(=O)c1ccccc1,0.0
Tox21_2073,CCC(=O)OC(C)c1ccccc1,0.0
Tox21_2074,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1.0
Tox21_2075,O=C(Cl)c1c(Cl)c(Cl)c(C(=O)Cl)c(Cl)c1Cl,0.0
Tox21_2076,CN(N=O)c1ccccc1,0.0
Tox21_2077,Cc1ccc(S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl)cc1,0.0
Tox21_2078,CC(C)(C)NCC(O)c1ccccc1Cl,0.0
Tox21_2079,Cc1ccc(S(=O)(=O)O)cc1.O,0.0
Tox21_2080,Nc1ccc(O)c(N)c1,0.0
Tox21_2081,Cc1ccc(N)cc1N,0.0
Tox21_2082,CCCCCCCCCCCCc1ccc(O)cc1,0.0
Tox21_2083,OCCN(CCO)c1cccc(Cl)c1,0.0
Tox21_2084,COc1ccccc1NC(=O)CC(C)=O,0.0
Tox21_2085,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,0.0
Tox21_2086,Cc1ccc(C(C)C)c(O)c1,0.0
Tox21_2087,BrCCOc1ccccc1,0.0
Tox21_2088,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,0.0
Tox21_2089,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,0.0
Tox21_2090,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1.OCCN(CCO)CCO,0.0
Tox21_2091,COc1c(Cl)ccc(Cl)c1C(=O)O,0.0
Tox21_2092,Brc1ccc(Br)cc1,0.0
Tox21_2093,Cc1ccccc1OCC(=O)O,0.0
Tox21_2094,CCCCCC(CC)OC(=O)CCCOc1ccc(Cl)cc1Cl,0.0
Tox21_2095,Fc1c(F)c(F)c(Br)c(F)c1F,0.0
Tox21_2096,CCCCc1ccc(O)cc1,0.0
Tox21_2097,C/C=C(\C)C(=O)OCc1ccccc1,0.0
Tox21_2098,CC(=O)Oc1ccc([N+](=O)[O-])cc1CCl,0.0
Tox21_2099,CC(C)(C)c1ccccc1,0.0
Tox21_2100,CCOC(=O)COc1ccc(C)cc1,0.0
Tox21_2101,N#CC(O)c1ccccc1,0.0
Tox21_2102,O=C(NO)c1ccccc1,0.0
Tox21_2103,Nc1ccccc1C(=O)OCC(O)CO,0.0
Tox21_2104,CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC,0.0
Tox21_2105,N#CCc1ccccc1[N+](=O)[O-],0.0
Tox21_2106,O=[N+]([O-])c1ccc(CCO)cc1,0.0
Tox21_2107,O=[N+]([O-])c1cccc(O)c1,0.0
Tox21_2108,O=[N+]([O-])c1ccccc1CCO,0.0
Tox21_2109,CCc1ccc(Br)cc1,0.0
Tox21_2110,O=C([O-])c1cc(C(=O)O)cc(S(=O)(=O)O)c1,0.0
Tox21_2111,CN(C)CCOC(=O)COc1ccc(Cl)cc1,0.0
Tox21_2112,N=C(N)NC(=N)NCCc1ccccc1,0.0
Tox21_2113,COc1cc([N+](=O)[O-])ccc1N,0.0
Tox21_2114,CCOC(=O)c1ccc(N(C)C)cc1,0.0
Tox21_2115,CC(C)C(=O)OCCc1ccccc1,0.0
Tox21_2116,CC(=O)OCC=Cc1ccccc1,0.0
Tox21_2117,CCNc1cccc(C)c1,0.0
Tox21_2118,CNc1ccccc1,0.0
Tox21_2119,COc1ccc(OC)c(OC)c1,0.0
Tox21_2120,COc1ccc(N)c(C)c1,0.0
Tox21_2121,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,0.0
Tox21_2122,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0.0
Tox21_2123,CC(=O)c1ccc(C(C)=O)cc1,0.0
Tox21_2124,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,0.0
Tox21_2125,O=CCc1ccccc1,0.0
Tox21_2126,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,0.0
Tox21_2127,Cc1ccccc1S,0.0
Tox21_2128,CC(C)=CCOC(=O)c1ccccc1,0.0
Tox21_2129,COc1cc(CCC(C)=O)ccc1O,0.0
Tox21_2130,N[C@H](C(=O)O)c1ccc(O)cc1,0.0
Tox21_2131,O=C(O)c1ccc(O)c(O)c1,0.0
Tox21_2132,O=C(CCCl)NCc1ccccc1,0.0
Tox21_2133,COc1ccc(/C=C/C(=O)O)cc1,0.0
Tox21_2134,O=[N+]([O-])c1ccc([O-])cc1,0.0
Tox21_2135,O=S(=O)([O-])c1ccc(O)cc1,0.0
Tox21_2136,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0.0
Tox21_2137,CC(=O)c1ccc(C)cc1,0.0
Tox21_2138,CCCCNc1ccccc1,0.0
Tox21_2139,FC(F)(F)c1ccc(Cl)cc1Cl,0.0
Tox21_2140,Cc1cc(O)c(C)c(C)c1O,0.0
Tox21_2141,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0
Tox21_2142,COc1ccccc1O,0.0
Tox21_2143,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0.0
Tox21_2144,O=Cc1ccccc1C=O,0.0
Tox21_2145,COC(=O)Nc1ccc(Cl)c(Cl)c1,0.0
Tox21_2146,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0.0
Tox21_2147,Nc1cc(Cl)c(N)c(Cl)c1,0.0
Tox21_2148,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,0.0
Tox21_2149,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0
Tox21_2150,Oc1cc(Cl)c(Cl)cc1Cl,0.0
Tox21_2151,CCCCc1ccccc1,0.0
Tox21_2152,NNC(=O)OCc1ccccc1,0.0
Tox21_2153,CC(C)c1ccc(C#N)cc1,0.0
Tox21_2154,COc1cc(C)cc(O)c1,0.0
Tox21_2155,CCCCCCOC(=O)c1ccccc1,0.0
Tox21_2156,O=[N+]([O-])c1ccccc1CCl,0.0
Tox21_2157,O=[N+]([O-])c1ccc(CCl)cc1,0.0
Tox21_2158,O=C(Cl)c1ccc([N+](=O)[O-])cc1,0.0
Tox21_2159,O=[N+]([O-])c1cccc(CCl)c1,0.0
Tox21_2160,O=C(Cl)c1cccc([N+](=O)[O-])c1,0.0
Tox21_2161,O=C(Cl)c1ccccc1[N+](=O)[O-],0.0
Tox21_2162,Nc1ccc(S(=O)(=O)[O-])cc1,0.0
Tox21_2163,CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1,0.0
Tox21_2164,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.0
Tox21_2165,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.0
Tox21_2166,COc1ccccc1N,0.0
Tox21_2167,Nc1ccccc1,0.0
Tox21_2168,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,0.0
Tox21_2169,Nc1ccccc1C(=O)O,0.0
Tox21_2170,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,0.0
Tox21_2171,CN[C@H](C)Cc1ccccc1,0.0
Tox21_2172,CN[C@@H](C)Cc1ccccc1,0.0
Tox21_2173,C[C@@H](N)C(=O)c1ccccc1,0.0
Tox21_2174,C[C@H](N)C(=O)c1ccccc1,0.0
Tox21_2175,CCN[C@@H](C)Cc1ccccc1,0.0
Tox21_2176,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,0.0
Tox21_2177,CC(=O)O[Hg]c1ccccc1,0.0
Tox21_2178,NC(=O)c1ccccc1C(N)=O,0.0
Tox21_2179,NC(=O)c1c(Cl)cccc1Cl,0.0
Tox21_2180,CNC(=O)Oc1ccc(N(C)C)c(C)c1,0.0
Tox21_2181,CCCCCCOC(=O)c1ccc(O)cc1,0.0
Tox21_2182,NC[C@H](O)c1ccc(O)c(O)c1,0.0
Tox21_2183,CC(C)OC(=O)c1ccccc1,0.0
Tox21_2184,CN/C=N/c1ccc(C)cc1C,0.0
Tox21_2185,Fc1cccc(Cl)c1CCl,0.0
Tox21_2186,COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1,0.0
Tox21_2187,Cc1cc(Cl)ccc1/N=C/N(C)C,0.0
Tox21_2188,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,0.0
Tox21_2189,CC(C)c1ccc(O)cc1,0.0
Tox21_2190,Cc1cccc(N)c1N,0.0
Tox21_2191,O=C([O-])COc1ccc(Cl)cc1Cl,0.0
Tox21_2192,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,0.0
Tox21_2193,Oc1cccc(O)c1,0.0
Tox21_2194,CCCCCC(=O)OCCc1ccccc1,0.0
Tox21_2195,C=CCOc1ccccc1OCC(O)CNC(C)C,0.0
Tox21_2196,OCCNCc1ccccc1,0.0
Tox21_2197,COC(=O)Cc1ccccc1,0.0
Tox21_2198,CC(=O)Nc1ccccc1,0.0
Tox21_2199,CCNc1cc(O)ccc1C,0.0
Tox21_2200,COP(=S)(OC)Oc1ccc(SC)c(C)c1,0.0
Tox21_2201,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0.0
Tox21_2202,CCCCOC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.0
Tox21_2203,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,0.0
Tox21_2204,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,0.0
Tox21_2205,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,0.0
Tox21_2206,CC(C=O)Cc1ccc(C(C)C)cc1,0.0
Tox21_2207,O=C(CCl)Nc1ccccc1,0.0
Tox21_2208,COc1ccc(OC)c(Cl)c1,0.0
Tox21_2209,Cc1cc(O)c(Cl)cc1C,0.0
Tox21_2210,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,0.0
Tox21_2211,Cc1cccc(C(C)(C)C)c1O,0.0
Tox21_2212,CCOC(=O)C(=O)CCc1ccccc1,0.0
Tox21_2213,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,0.0
Tox21_2214,CC(=O)c1cccc([N+](=O)[O-])c1,0.0
Tox21_2215,CC(=O)c1ccccc1[N+](=O)[O-],0.0
Tox21_2216,CC(=O)c1ccc([N+](=O)[O-])cc1,0.0
Tox21_2217,Nc1cccc([N+](=O)[O-])c1,0.0
Tox21_2218,Nc1ccccc1[N+](=O)[O-],0.0
Tox21_2219,C=C(C)c1ccccc1,0.0
Tox21_2220,O=C(Cl)c1c(Cl)cccc1Cl,0.0
Tox21_2221,COc1ccc(C=O)cc1OC,0.0
Tox21_2222,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1,0.0
Tox21_2223,COCCOC(=O)c1ccccc1C(=O)OCCOC,0.0
Tox21_2224,COc1cc(CCN)c(OC)cc1Br,0.0
Tox21_2225,COc1cc(C[C@@H](C)N)c(OC)cc1Br,0.0
Tox21_2226,COc1cc(CCN)cc(OC)c1OC,0.0
Tox21_2227,CCCSc1cc(OC)c(CCN)cc1OC,0.0
Tox21_2228,COc1cc(C[C@H](C)N)c(OC)cc1Br,0.0
Tox21_2229,COc1cc(CC(C)C)cc(OC)c1OC,0.0
Tox21_2230,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0
Tox21_2231,CC(C)NCC(O)c1ccc(O)c(O)c1,0.0
Tox21_2232,Cc1cc(C)c(N)cc1C,0.0
Tox21_2233,CC(=O)Nc1ccccc1C,0.0
Tox21_2234,CC(=O)Nc1cccc(C)c1,0.0
Tox21_2235,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0.0
Tox21_2236,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,1.0
Tox21_2237,CC(=O)CC(=O)Nc1ccc(S(=O)(=O)[O-])cc1,0.0
Tox21_2238,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,0.0
Tox21_2239,CCCC(=O)OC(C)(C)Cc1ccccc1,0.0
Tox21_2240,CC(C)c1cc(C(C)C)cc(C(C)C)c1,0.0
Tox21_2241,Cc1ccc(S(=O)(=O)O)cc1,0.0
Tox21_2242,CCCNC(C)C(=O)Nc1ccccc1C,0.0
Tox21_2243,O=C([O-])CCCc1ccccc1,0.0
Tox21_2244,CC(C)c1ccc(S(=O)(=O)O)cc1,0.0
Tox21_2245,CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,0.0
Tox21_2246,CC(C)(C)c1cc(C=O)cc(C(C)(C)C)c1O,0.0
Tox21_2247,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,0.0
Tox21_2248,CCCc1ccccc1O,0.0
Tox21_2249,CCC(=O)OCc1ccc(OC)cc1,0.0
Tox21_2250,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1,0.0
Tox21_2251,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,0.0
Tox21_2252,Cc1cccc(C(=O)O)c1,0.0
Tox21_2253,O=C(O)c1cccc(O)c1,0.0
Tox21_2254,Cc1ccc(C(=O)O)cc1,0.0
Tox21_2255,CCC(C(=O)OCCN(CC)CC)c1ccccc1,0.0
Tox21_2256,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,0.0
Tox21_2257,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,0.0
Tox21_2258,CNC(=O)Oc1ccccc1OC(C)C,0.0
Tox21_2259,CC(=O)CC(=O)Nc1ccccc1,1.0
Tox21_2260,CC(=O)Nc1ccc(C(=O)O)cc1,0.0
Tox21_2261,COc1ccc(NC(C)=O)cc1N,0.0
Tox21_2262,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,0.0
Tox21_2263,ICCc1ccccc1,0.0
Tox21_2264,O=[N+]([O-])c1cccc(I)c1,0.0
Tox21_2265,COc1ccc(NC(=O)CC(C)=O)cc1,0.0
Tox21_2266,Clc1cc(Cl)c(OCC#CI)cc1Cl,0.0
Tox21_2267,NC(=S)NS(=O)(=O)c1ccc(N)cc1,0.0
Tox21_2268,COC(=O)/C=C/c1ccccc1,0.0
Tox21_2269,CON(C)C(=O)Nc1ccc(Br)cc1,0.0
Tox21_2270,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I,0.0
Tox21_2271,Nc1c(Cl)cc(Cl)cc1Cl,0.0
Tox21_2272,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.0
Tox21_2273,Nc1cc(Cl)ccc1O,0.0
Tox21_2274,Nc1cc(Cl)c([N+](=O)[O-])cc1O,0.0
Tox21_2275,CCOc1ccc(NC(C)=O)cc1,0.0
Tox21_2276,Nc1cc(Cl)cc(S(=O)(=O)O)c1O,0.0
Tox21_2277,O=Cc1ccc(Cl)cc1Cl,0.0
Tox21_2278,CCOC(=O)c1cccc(N)c1,0.0
Tox21_2279,COc1ccc(OC)c(NC(=O)CC(C)=O)c1,0.0
Tox21_2280,N#Cc1ccc(Cl)cc1,0.0
Tox21_2281,COC(=O)c1ccccc1Cl,0.0
Tox21_2282,O=S(=O)([O-])c1cc(O)c(O)c(S(=O)(=O)[O-])c1,0.0
Tox21_2283,NC(=O)c1ccc(N)cc1,0.0
Tox21_2284,NNC(=O)c1cccc(C(=O)NN)c1,0.0
Tox21_2285,O=[N+]([O-])C=Cc1ccccc1,0.0
Tox21_2286,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,0.0
Tox21_2287,N#CSCc1ccccc1,0.0
Tox21_2288,O=S(=O)(O)c1cc(Cl)c(Cl)cc1Cl,0.0
Tox21_2289,CNC.O=C(O)COc1ccc(Cl)cc1Cl,0.0
Tox21_2290,Cc1ccc(C(C)(C)O)cc1,0.0
Tox21_2291,CNC[C@H](O)c1ccc(O)c(O)c1,0.0
Tox21_2292,CC(C)N(C(=O)CCl)c1ccccc1,0.0
Tox21_2293,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.0
Tox21_2294,C=CCc1cc(OC)c(O)c(C(=O)NCCO)c1,0.0
Tox21_2295,CCOC(=O)c1ccccc1OC,0.0
Tox21_2296,Nc1c(Br)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.0
Tox21_2297,CC(C)C(=O)Nc1cccc(C(F)(F)F)c1,0.0
Tox21_2298,O=C(Nc1cccc(Cl)c1)OCC#CCCl,0.0
Tox21_2299,Oc1ccccc1F,0.0
Tox21_2300,CN(C)c1ccc(N(C)C)cc1,0.0
Tox21_2301,CCOc1ccccc1N,0.0
Tox21_2302,N=C(N)NN=Cc1c(Cl)cccc1Cl,0.0
Tox21_2303,CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1,0.0
Tox21_2304,Cc1ccc([N+](=O)[O-])cc1N,0.0
Tox21_2305,O=P(O)(O)c1ccccc1,0.0
Tox21_2306,CC(C)c1ccccc1O,0.0
Tox21_2307,COc1ccc(N)c(OC)c1,0.0
Tox21_2308,Clc1ccc(Cl)c(Cl)c1,0.0
Tox21_2309,OCCN(CCO)c1ccccc1,0.0
Tox21_2310,CCOc1cc(C=O)ccc1O,0.0
Tox21_2311,COc1cc(C=O)ccc1O,0.0
Tox21_2312,CC(C)(C)c1ccc(O)cc1,0.0
Tox21_2313,CC(C)(C)c1cc(O)ccc1O,0.0
Tox21_2314,O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,0.0
Tox21_2315,COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0
Tox21_2316,CC[C@H](N)c1ccccc1,0.0
Tox21_2317,CC(C)(C)OC(=O)c1ccc(O)cc1,0.0
Tox21_2318,C=Cc1ccc(OC(C)=O)cc1,0.0
Tox21_2319,CC(=O)Nc1ccc(N)cc1,0.0
Tox21_2320,CC(=O)Nc1cccc(N)c1,0.0
Tox21_2321,Nc1cccc(N)c1,0.0
Tox21_2322,Nc1ccc(N)cc1,0.0
Tox21_2323,CC(C)(C)c1ccc(N)cc1,0.0
Tox21_2324,CCCc1ccc(N)cc1,0.0
Tox21_2325,CC(C)COC(=O)C=Cc1ccccc1,0.0
Tox21_2326,CCC(=O)Nc1ccc(Cl)c(Cl)c1,0.0
