Drug_Name,SMILES,Interacts_with_Receptor
Tox21_TOX3734,CCCC(CCC)C(N)=O,0.0
Tox21_TOX4616,Cl[V](Cl)(C1C=CC=C1)C1C=CC=C1,0.0
Tox21_TOX5768,N#CCc1ccccc1[N+](=O)[O-],0.0
Tox21_TOX5764,O=[N+]([O-])c1ccc(CCO)cc1,0.0
Tox21_TOX5765,O=[N+]([O-])c1cccc(O)c1,0.0
Tox21_TOX5761,Cc1ccc2ccccc2c1[N+](=O)[O-],0.0
Tox21_TOX5763,O=[N+]([O-])c1ccccc1CCO,0.0
Tox21_TOX24433,O=C1CCCC(=O)C1,0.0
Tox21_TOX1421,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,0.0
Tox21_TOX1427,CCOC(N)=O,0.0
Tox21_TOX1426,NC(N)=O,0.0
Tox21_TOX25812,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0.0
Tox21_TOX1424,O=c1cc[nH]c(=O)[nH]1,0.0
Tox21_TOX9218,CCc1ccc(Br)cc1,0.0
Tox21_TOX9210,CCCC[Sn](Cl)(Cl)Cl,0.0
Tox21_TOX9211,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.0
Tox21_TOX12520,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,0.0
Tox21_TOX9217,CCCOCC(C)O,1.0
Tox21_TOX14365,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,0.0
Tox21_TOX24818,CCCCCCC(CO)CCCC,0.0
Tox21_TOX24819,O=C([O-])c1cc(C(=O)O)cc(S(=O)(=O)O)c1,0.0
Tox21_TOX28518,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1,0.0
Tox21_TOX24812,COC(C)CCO,0.0
Tox21_TOX28516,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1,0.0
Tox21_TOX20657,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,0.0
Tox21_TOX28514,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,0.0
Tox21_TOX28513,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,0.0
Tox21_TOX28512,C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,0.0
Tox21_TOX28511,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O,0.0
Tox21_TOX24815,CCCCOC(=O)CCCCCCCC(=O)OCCCC,0.0
Tox21_TOX4442,C=CCBr,0.0
Tox21_TOX25149,CCC1(C2=NCCN2)Cc2ccccc2O1,0.0
Tox21_TOX17565,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,0.0
Tox21_TOX25147,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,0.0
Tox21_TOX25145,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,0.0
Tox21_TOX25144,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,0.0
Tox21_TOX25141,CN(C)CCOC(=O)COc1ccc(Cl)cc1,0.0
Tox21_TOX25140,CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1,0.0
Tox21_TOX1121,N=C(N)NC(=N)NCCc1ccccc1,0.0
Tox21_TOX4447,C=CCOC(=O)CCCCCCCC,0.0
Tox21_TOX18700,COc1cc([N+](=O)[O-])ccc1N,0.0
Tox21_TOX4448,C=CCSSCCC,0.0
Tox21_TOX4449,C=CCNC(N)=S,0.0
Tox21_TOX7116,C[Si](Cl)(c1ccccc1)c1ccccc1,0.0
Tox21_TOX7113,CC(C)C(O)C(C)(C)CO,0.0
Tox21_TOX3353,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,1.0
Tox21_TOX3352,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,1.0
Tox21_TOX3350,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,1.0
Tox21_TOX3356,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0.0
Tox21_TOX24760,Cl[Nd](Cl)Cl,0.0
Tox21_TOX24762,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC,0.0
Tox21_TOX24763,CCOC(=O)c1ccc(N(C)C)cc1,0.0
Tox21_TOX24764,CC(C)C(=O)OCCc1ccccc1,0.0
Tox21_TOX24765,CC(=O)OCC=Cc1ccccc1,0.0
Tox21_TOX24767,OCCc1ccccn1,0.0
Tox21_TOX1848,CCNc1cccc(C)c1,0.0
Tox21_TOX1847,c1ccc(Oc2ccccc2)cc1,0.0
Tox21_TOX1841,CNc1ccccc1,0.0
Tox21_TOX1843,N#Cc1ccccn1,0.0
Tox21_TOX1842,ON=C1CCCCC1,0.0
Tox21_TOX23938,O=C(O)c1ccccc1C(=O)OCc1ccccc1,0.0
Tox21_TOX18877,COc1ccccc1NC(=O)c1cc2ccccc2cc1O,0.0
Tox21_TOX18876,O=C(Oc1ccccc1)c1ccc2ccccc2c1O,0.0
Tox21_TOX7388,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,0.0
Tox21_TOX6676,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,0.0
Tox21_TOX15163,COc1ccc(OC)c(OC)c1,0.0
Tox21_TOX15160,CC(=O)/C=C/C1C(C)=CCCC1(C)C,0.0
Tox21_TOX348,O=c1ccc2ccccc2o1,0.0
Tox21_TOX349,COc1ccc(N)c(C)c1,0.0
Tox21_TOX342,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0.0
Tox21_TOX21270,CC(=O)OCCC(C)CC(C)(C)C,0.0
Tox21_TOX340,[Co+2],0.0
Tox21_TOX341,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,1.0
Tox21_TOX21275,CCCCCCCCCCCC(=O)OCC(O)CO,0.0
Tox21_TOX347,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,0.0
Tox21_TOX344,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,0.0
Tox21_TOX345,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2],0.0
Tox21_TOX29113,CCCC[n+]1cccc(C)c1,0.0
Tox21_TOX29069,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,0.0
Tox21_TOX29064,Cc1nc2ccccc2s1,0.0
Tox21_TOX29065,N#Cc1c2ccccc2cc2ccccc12,0.0
Tox21_TOX29066,O=CC=C(c1ccccc1)c1ccccc1,0.0
Tox21_TOX29067,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,0.0
Tox21_TOX29061,CCC1(c2cnc[nH]2)Cc2ccccc2C1,0.0
Tox21_TOX29063,CCCn1cc[n+](C)c1,0.0
Tox21_TOX25606,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,0.0
Tox21_TOX1653,CCCCC=O,0.0
Tox21_TOX1654,O=C(O)CCCC(=O)O,0.0
Tox21_TOX25601,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,0.0
Tox21_TOX22574,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.0
Tox21_TOX11089,O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0.0
Tox21_TOX25602,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)[O-],1.0
Tox21_TOX8666,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0.0
Tox21_TOX1657,CC(=O)c1ccc(C(C)=O)cc1,0.0
Tox21_TOX8663,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,0.0
Tox21_TOX24369,CN(C)c1ccncc1,0.0
Tox21_TOX22570,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,0.0
Tox21_TOX14223,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,0.0
Tox21_TOX17626,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0
Tox21_TOX814,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,0.0
Tox21_TOX5279,C=C(C#N)C(=O)OCC,0.0
Tox21_TOX27309,Cc1c(-c2cccnc2)c2ccccc2n1CCCCC(=O)O,0.0
Tox21_TOX27308,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1,0.0
Tox21_TOX27307,Cc1oc(-c2ccccc2)nc1CCOc1cccc2c1ccn2CCC(=O)O,0.0
Tox21_TOX27306,Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2,0.0
Tox21_TOX27305,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N,0.0
Tox21_TOX27304,NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(F)c(Cl)cc21,0.0
Tox21_TOX27303,NC(=O)N(O)[C@@H]1C=C[C@H](Oc2cccc(Oc3ccc(F)cc3)c2)C1,0.0
Tox21_TOX541,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.0
Tox21_TOX20651,CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)C42OO3,0.0
Tox21_TOX20653,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,0.0
Tox21_TOX20656,CC(C)C(Br)C(=O)NC(N)=O,0.0
Tox21_TOX930,CN1CCC[C@H]1c1cccnc1,0.0
Tox21_TOX543,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C,0.0
Tox21_TOX1483,O=CCc1ccccc1,0.0
Tox21_TOX26438,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,0.0
Tox21_TOX26439,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,0.0
Tox21_TOX26437,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,0.0
Tox21_TOX26434,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,0.0
Tox21_TOX26435,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,0.0
Tox21_TOX26432,CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,0.0
Tox21_TOX26433,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,1.0
Tox21_TOX26430,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,0.0
Tox21_TOX27426,C=C(C)C1CC=C(C)C(=O)C1,0.0
Tox21_TOX27135,Cc1ccccc1S,0.0
Tox21_TOX27424,O=C1CCCCC1C1CCCCC1,0.0
Tox21_TOX27137,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1.0
Tox21_TOX27422,CCC(=O)C1CC(C(C)C)CC=C1C,0.0
Tox21_TOX27131,CC(C)=CCOC(=O)c1ccccc1,0.0
Tox21_TOX27420,COc1cc(CCC(C)=O)ccc1O,0.0
Tox21_TOX26051,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,0.0
Tox21_TOX26054,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,0.0
Tox21_TOX26507,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,0.0
Tox21_TOX1212,O=C(O)c1ccc(O)c(O)c1,0.0
Tox21_TOX1214,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21,0.0
Tox21_TOX29088,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,0.0
Tox21_TOX1217,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1.0
Tox21_TOX1219,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.0
Tox21_TOX26059,COc1ccc(/C=C/C(=O)O)cc1,0.0
Tox21_TOX29084,CCCCCCCCCCn1cc[n+](C)c1,0.0
Tox21_TOX7328,O=S(=O)([O-])CO,0.0
Tox21_TOX7329,C=CCCCCCCCC,0.0
Tox21_TOX7322,O=C1CCCCCCCCCCC1,0.0
Tox21_TOX7323,O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,0.0
Tox21_TOX7320,O=[N+]([O-])c1ccc([O-])cc1,0.0
Tox21_TOX7321,O=S(=O)([O-])c1ccc(O)cc1,0.0
Tox21_TOX22248,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,0.0
Tox21_TOX21529,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0.0
Tox21_TOX4598,O=C(OCc1ccccc1)c1ccccc1O,0.0
Tox21_TOX4599,c1ccc(CSCc2ccccc2)cc1,0.0
Tox21_TOX4597,O=C(Cc1ccccc1)OCc1ccccc1,0.0
Tox21_TOX24489,CC(=O)C(Cl)C(=O)N(C)C,0.0
Tox21_TOX24488,N#CC1(N)CCCCC1,0.0
Tox21_TOX24481,O=C1CCCCCN1SSN1CCCCCC1=O,0.0
Tox21_TOX28651,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,0.0
Tox21_TOX28652,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,1.0
Tox21_TOX28653,S=C(SSC(=S)N1CCCCC1)N1CCCCC1,0.0
Tox21_TOX13649,COC(=O)CC#N,0.0
Tox21_TOX24484,CC(C)CCCCCCN,0.0
Tox21_TOX28656,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1.0
Tox21_TOX24486,CC(C)NC(=O)NC(C)C,0.0
Tox21_TOX17734,CCCCCCCCCCCCCCC(Br)C(=O)O,0.0
Tox21_TOX24375,C=CCOCC(O)CO,0.0
Tox21_TOX24374,CC(=O)c1ccc(C)cc1,0.0
Tox21_TOX17730,O=C(O)c1cc(O)c2ccccc2c1O,0.0
Tox21_TOX24371,O=S(=O)(O)CCCN1CCOCC1,0.0
Tox21_TOX24370,CCCCNc1ccccc1,0.0
Tox21_TOX27935,FC(F)(F)c1ccc(Cl)cc1Cl,0.0
Tox21_TOX27936,Oc1ccc(Sc2ccc(O)cc2)cc1,0.0
Tox21_TOX27937,O=C(c1ccc(O)cc1)c1ccc(Cl)cc1,0.0
Tox21_TOX17739,Oc1ccc(Nc2ccccc2)cc1,0.0
Tox21_TOX7386,C=CC(=O)OCCCCCCCC(C)C,0.0
Tox21_TOX27932,O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O,0.0
Tox21_TOX24378,CCCCC(CC)COC(=O)CC#N,0.0
Tox21_TOX6181,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,0.0
Tox21_TOX6183,CCCCN(CCCC)CCCC,0.0
Tox21_TOX2748,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,0.0
Tox21_TOX2743,O=NN(CCCl)C(=O)NCCCl,0.0
Tox21_TOX2742,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,0.0
Tox21_TOX2741,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0
Tox21_TOX25685,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,0.0
Tox21_TOX25686,COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2,0.0
Tox21_TOX25687,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0.0
Tox21_TOX25680,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,0.0
Tox21_TOX25682,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,0.0
Tox21_TOX25683,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,0.0
Tox21_TOX6450,CCO[Si](OCC)(OCC)OCC,0.0
Tox21_TOX25688,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.0
Tox21_TOX25689,O=C(O)CC/C=C\CC[C@H]1[C@@H](OCc2ccc(-c3ccccc3)cc2)C[C@H](O)[C@@H]1N1CCCCC1,0.0
Tox21_TOX647,O=Cc1ccco1,1.0
Tox21_TOX646,c1ccoc1,0.0
Tox21_TOX5249,CCCCCCCCCCCCC1CO1,0.0
Tox21_TOX3113,COc1ccccc1O,0.0
Tox21_TOX2562,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,1.0
Tox21_TOX5240,C=CC1CO1,0.0
Tox21_TOX2565,C=CCN1C(=O)C(CC(C)C)NC1=S,0.0
Tox21_TOX648,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0.0
Tox21_TOX3169,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.0
Tox21_TOX5113,CC(C)CC(C)N,0.0
Tox21_TOX3166,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,0.0
Tox21_TOX12516,CCCCCCCCSCCO,0.0
Tox21_TOX25429,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,0.0
Tox21_TOX12514,O=Cc1ccccc1C=O,0.0
Tox21_TOX25359,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0.0
Tox21_TOX12513,Cc1cc(C)n(CO)n1,0.0
Tox21_TOX6536,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,0.0
Tox21_TOX12511,CCN1CN(CC)CN(CC)C1,0.0
Tox21_TOX25420,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,0.0
Tox21_TOX25350,NCC1CCC(C(=O)O)CC1,0.0
Tox21_TOX25351,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,0.0
Tox21_TOX22436,COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,1.0
Tox21_TOX22437,COC(=O)Nc1ccc(Cl)c(Cl)c1,0.0
Tox21_TOX25354,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,1.0
Tox21_TOX25355,CC[C@H](C)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CSC([C@H](N)[C@H](C)CC)=N1)C(=O)N[C@@H]1CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC1=O,0.0
Tox21_TOX16467,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,0.0
Tox21_TOX423,O=C/C(Cl)=C(/Cl)C(=O)O,0.0
Tox21_TOX421,Cl[C@H]1OCCO[C@@H]1Cl,0.0
Tox21_TOX420,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0.0
Tox21_TOX427,Nc1cc(Cl)c(N)c(Cl)c1,0.0
Tox21_TOX426,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,0.0
Tox21_TOX425,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,0.0
Tox21_TOX424,C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0
Tox21_TOX428,O=C(O)C(Cl)Cl,0.0
Tox21_TOX1980,CCCCCC(=O)OCC,0.0
Tox21_TOX1982,CCCCOC(C)=O,0.0
Tox21_TOX1984,CCCCCCCCCCCCN,0.0
Tox21_TOX1986,CCCCOP(=O)(OCCCC)OCCCC,0.0
Tox21_TOX28654,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,0.0
Tox21_TOX4359,Oc1cc(Cl)c(Cl)cc1Cl,0.0
Tox21_TOX7916,CCC(C)(CCC(C)C)C(=O)O,0.0
Tox21_TOX2472,CCCCc1ccccc1,0.0
Tox21_TOX15209,O=c1[nH]c(=O)c2c[nH]nc2[nH]1,0.0
Tox21_TOX15206,C=CCSSCC=C,0.0
Tox21_TOX15204,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,0.0
Tox21_TOX21424,CC(C)CCCC(C)(C)O,0.0
Tox21_TOX21425,CCC/C=C/C=O,0.0
Tox21_TOX21426,C1=COCCC1,0.0
Tox21_TOX21420,O=C(O)c1ccco1,0.0
Tox21_TOX21421,COc1cc(OC)c2ccc(=O)oc2c1,0.0
Tox21_TOX21422,Cc1cc(=O)oc2cc(N(C)C)ccc12,0.0
Tox21_TOX21423,C=CN1CCCCCC1=O,0.0
Tox21_TOX27118,Cc1occc1S,0.0
Tox21_TOX1901,CCCOC(C)=O,0.0
Tox21_TOX27444,Cc1ccc2c(c1)CCCN2,0.0
Tox21_TOX27113,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OCC[C@H]21,0.0
Tox21_TOX27446,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0.0
Tox21_TOX27447,NNC(=O)OCc1ccccc1,0.0
Tox21_TOX27440,CC(C)c1ccc(C#N)cc1,0.0
Tox21_TOX27117,Cl[Yb](Cl)Cl,0.0
Tox21_TOX27443,COc1cc(C)cc(O)c1,0.0
Tox21_TOX5401,C=CC(=O)OCCCCCCOC(=O)C=C,0.0
Tox21_TOX8120,C=CC(C)(C)CC(=O)OC,0.0
Tox21_TOX5403,CCCCCCOC(=O)c1ccccc1,0.0
Tox21_TOX5404,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,0.0
Tox21_TOX5406,C=C(C)C(=O)OCCCCCC,0.0
Tox21_TOX5409,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,0.0
Tox21_TOX5746,O=[N+]([O-])c1ccccc1-c1ccccc1,0.0
Tox21_TOX9189,N=C(N)N.N=C(N)N.O=C(O)O,0.0
Tox21_TOX5744,O=[N+]([O-])c1ccccc1CCl,0.0
Tox21_TOX5745,O=[N+]([O-])c1ccc(CCl)cc1,0.0
Tox21_TOX5743,O=[N+]([O-])c1cccc(CCl)c1,0.0
Tox21_TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1,0.0
Tox21_TOX5741,O=C(Cl)c1ccccc1[N+](=O)[O-],0.0
Tox21_TOX9182,CC(C)CC(=O)O,0.0
Tox21_TOX9184,Nc1ccc(S(=O)(=O)[O-])cc1,0.0
Tox21_TOX5749,O=[N+]([O-])c1ccccc1Nc1ccccc1,0.0
Tox21_TOX1596,CCCCCCCCCCCCCCCCC(=O)O,0.0
Tox21_TOX14005,NS(=O)(=O)O,0.0
Tox21_TOX11521,[PbH2+2],0.0
Tox21_TOX18,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,0.0
Tox21_TOX9233,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,0.0
Tox21_TOX9230,CC(C)(C)N(CCO)CCO,0.0
Tox21_TOX9231,CC(CO)CO,0.0
Tox21_TOX9236,C=C(C)C(=O)OCCCCCCCCCCCCC,1.0
Tox21_TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,0.0
Tox21_TOX9234,C=CC(C)CCC=C(C)C,0.0
Tox21_TOX9235,C=CCCCCCCCCCCC,0.0
Tox21_TOX20461,OCC(S)CS,0.0
Tox21_TOX20464,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C,0.0
Tox21_TOX28823,CCCN(CCC)CCc1c[nH]c2ccccc12,0.0
Tox21_TOX28822,CN(C)CCc1c[nH]c2ccccc12,0.0
Tox21_TOX28821,CCN(CC)CCc1c[nH]c2ccccc12.CCN(CC)CCc1c[nH]c2ccccc12,0.0
Tox21_TOX28536,CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1,0.0
Tox21_TOX28827,NC1(c2ccccc2)CCCCC1,0.0
Tox21_TOX28826,COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,0.0
Tox21_TOX21844,O=C1O[C@@H]2[C@@H](O)[C@H](O)O[C@@H]2[C@H]1O,0.0
Tox21_TOX28824,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,0.0
Tox21_TOX28829,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,0.0
Tox21_TOX28828,c1ccc(CN2CCNCC2)cc1,0.0
